Key,english,french
dhsSkillClassSurvHuntSpecName,Chasseur — Spécialité,Chasseur — Spécialité
dhsSkillClassSurvHuntSpecDesc,Sous-branche Chasseur : Spécialité.,Sous-branche Chasseur : Spécialité.
dhsPerkSurvHuntSkinnerName,Dépeceur,Dépeceur
dhsPerkSurvHuntSkinnerDesc,"Récolte plus de viande, de cuir et d'os sur les animaux.","Récolte plus de viande, de cuir et d'os sur les animaux."
dhsPerkSurvHuntSkinnerR1,Dépeceur,Dépeceur
dhsPerkSurvHuntSkinnerR1Long,"Niveau 1 : +10 %. Récolte plus de viande, de cuir et d'os sur les animaux.","Niveau 1 : +10 %. Récolte plus de viande, de cuir et d'os sur les animaux."
dhsPerkSurvHuntSkinnerR2,Dépeceur,Dépeceur
dhsPerkSurvHuntSkinnerR2Long,"Niveau 2 : +20 %. Récolte plus de viande, de cuir et d'os sur les animaux.","Niveau 2 : +20 %. Récolte plus de viande, de cuir et d'os sur les animaux."
dhsPerkSurvHuntSkinnerR3,Dépeceur,Dépeceur
dhsPerkSurvHuntSkinnerR3Long,"Niveau 3 : +30 %. Récolte plus de viande, de cuir et d'os sur les animaux.","Niveau 3 : +30 %. Récolte plus de viande, de cuir et d'os sur les animaux."
dhsPerkSurvHuntSkinnerR4,Dépeceur,Dépeceur
dhsPerkSurvHuntSkinnerR4Long,"Niveau 4 : +40 %. Récolte plus de viande, de cuir et d'os sur les animaux.","Niveau 4 : +40 %. Récolte plus de viande, de cuir et d'os sur les animaux."
dhsPerkSurvHuntSkinnerR5,Dépeceur,Dépeceur
dhsPerkSurvHuntSkinnerR5Long,"Niveau 5 : +50 %. Récolte plus de viande, de cuir et d'os sur les animaux.","Niveau 5 : +50 %. Récolte plus de viande, de cuir et d'os sur les animaux."
dhsPerkSurvHuntTrackName,Traqueur,Traqueur
dhsPerkSurvHuntTrackDesc,Augmente votre mobilité en extérieur.,Augmente votre mobilité en extérieur.
dhsPerkSurvHuntTrackR1,Traqueur,Traqueur
dhsPerkSurvHuntTrackR1Long,Niveau 1 : +3 %. Augmente votre mobilité en extérieur.,Niveau 1 : +3 %. Augmente votre mobilité en extérieur.
dhsPerkSurvHuntTrackR2,Traqueur,Traqueur
dhsPerkSurvHuntTrackR2Long,Niveau 2 : +6 %. Augmente votre mobilité en extérieur.,Niveau 2 : +6 %. Augmente votre mobilité en extérieur.
dhsPerkSurvHuntTrackR3,Traqueur,Traqueur
dhsPerkSurvHuntTrackR3Long,Niveau 3 : +9 %. Augmente votre mobilité en extérieur.,Niveau 3 : +9 %. Augmente votre mobilité en extérieur.
dhsPerkSurvHuntTrackR4,Traqueur,Traqueur
dhsPerkSurvHuntTrackR4Long,Niveau 4 : +12 %. Augmente votre mobilité en extérieur.,Niveau 4 : +12 %. Augmente votre mobilité en extérieur.
dhsPerkSurvHuntTrackR5,Traqueur,Traqueur
dhsPerkSurvHuntTrackR5Long,Niveau 5 : +15 %. Augmente votre mobilité en extérieur.,Niveau 5 : +15 %. Augmente votre mobilité en extérieur.
dhsPerkSurvHuntColdName,Trappeur,Trappeur
dhsPerkSurvHuntColdDesc,Améliore la résistance au froid.,Améliore la résistance au froid.
dhsPerkSurvHuntColdR1,Trappeur,Trappeur
dhsPerkSurvHuntColdR1Long,Niveau 1 : +2. Améliore la résistance au froid.,Niveau 1 : +2. Améliore la résistance au froid.
dhsPerkSurvHuntColdR2,Trappeur,Trappeur
dhsPerkSurvHuntColdR2Long,Niveau 2 : +4. Améliore la résistance au froid.,Niveau 2 : +4. Améliore la résistance au froid.
dhsPerkSurvHuntColdR3,Trappeur,Trappeur
dhsPerkSurvHuntColdR3Long,Niveau 3 : +6. Améliore la résistance au froid.,Niveau 3 : +6. Améliore la résistance au froid.
dhsPerkSurvHuntColdR4,Trappeur,Trappeur
dhsPerkSurvHuntColdR4Long,Niveau 4 : +8. Améliore la résistance au froid.,Niveau 4 : +8. Améliore la résistance au froid.
dhsPerkSurvHuntColdR5,Trappeur,Trappeur
dhsPerkSurvHuntColdR5Long,Niveau 5 : +10. Améliore la résistance au froid.,Niveau 5 : +10. Améliore la résistance au froid.
dhsPerkSurvHuntQuietName,Approche silencieuse,Approche silencieuse
dhsPerkSurvHuntQuietDesc,Réduit le bruit que vous faites.,Réduit le bruit que vous faites.
dhsPerkSurvHuntQuietR1,Approche silencieuse,Approche silencieuse
dhsPerkSurvHuntQuietR1Long,Niveau 1 : -4 %. Réduit le bruit que vous faites.,Niveau 1 : -4 %. Réduit le bruit que vous faites.
dhsPerkSurvHuntQuietR2,Approche silencieuse,Approche silencieuse
dhsPerkSurvHuntQuietR2Long,Niveau 2 : -8 %. Réduit le bruit que vous faites.,Niveau 2 : -8 %. Réduit le bruit que vous faites.
dhsPerkSurvHuntQuietR3,Approche silencieuse,Approche silencieuse
dhsPerkSurvHuntQuietR3Long,Niveau 3 : -12 %. Réduit le bruit que vous faites.,Niveau 3 : -12 %. Réduit le bruit que vous faites.
dhsPerkSurvHuntQuietR4,Approche silencieuse,Approche silencieuse
dhsPerkSurvHuntQuietR4Long,Niveau 4 : -16 %. Réduit le bruit que vous faites.,Niveau 4 : -16 %. Réduit le bruit que vous faites.
dhsPerkSurvHuntQuietR5,Approche silencieuse,Approche silencieuse
dhsPerkSurvHuntQuietR5Long,Niveau 5 : -20 %. Réduit le bruit que vous faites.,Niveau 5 : -20 %. Réduit le bruit que vous faites.
dhsPerkSurvHuntForageName,Fourrageur,Fourrageur
dhsPerkSurvHuntForageDesc,Améliore la qualité du butin de fouille.,Améliore la qualité du butin de fouille.
dhsPerkSurvHuntForageR1,Fourrageur,Fourrageur
dhsPerkSurvHuntForageR1Long,Niveau 1 : +4 %. Améliore la qualité du butin de fouille.,Niveau 1 : +4 %. Améliore la qualité du butin de fouille.
dhsPerkSurvHuntForageR2,Fourrageur,Fourrageur
dhsPerkSurvHuntForageR2Long,Niveau 2 : +8 %. Améliore la qualité du butin de fouille.,Niveau 2 : +8 %. Améliore la qualité du butin de fouille.
dhsPerkSurvHuntForageR3,Fourrageur,Fourrageur
dhsPerkSurvHuntForageR3Long,Niveau 3 : +12 %. Améliore la qualité du butin de fouille.,Niveau 3 : +12 %. Améliore la qualité du butin de fouille.
dhsPerkSurvHuntForageR4,Fourrageur,Fourrageur
dhsPerkSurvHuntForageR4Long,Niveau 4 : +16 %. Améliore la qualité du butin de fouille.,Niveau 4 : +16 %. Améliore la qualité du butin de fouille.
dhsPerkSurvHuntForageR5,Fourrageur,Fourrageur
dhsPerkSurvHuntForageR5Long,Niveau 5 : +20 %. Améliore la qualité du butin de fouille.,Niveau 5 : +20 %. Améliore la qualité du butin de fouille.
dhsPerkSurvHuntHeatName,Endurci au climat,Endurci au climat
dhsPerkSurvHuntHeatDesc,Améliore la résistance à la chaleur.,Améliore la résistance à la chaleur.
dhsPerkSurvHuntHeatR1,Endurci au climat,Endurci au climat
dhsPerkSurvHuntHeatR1Long,Niveau 1 : +2. Améliore la résistance à la chaleur.,Niveau 1 : +2. Améliore la résistance à la chaleur.
dhsPerkSurvHuntHeatR2,Endurci au climat,Endurci au climat
dhsPerkSurvHuntHeatR2Long,Niveau 2 : +4. Améliore la résistance à la chaleur.,Niveau 2 : +4. Améliore la résistance à la chaleur.
dhsPerkSurvHuntHeatR3,Endurci au climat,Endurci au climat
dhsPerkSurvHuntHeatR3Long,Niveau 3 : +6. Améliore la résistance à la chaleur.,Niveau 3 : +6. Améliore la résistance à la chaleur.
dhsPerkSurvHuntHeatR4,Endurci au climat,Endurci au climat
dhsPerkSurvHuntHeatR4Long,Niveau 4 : +8. Améliore la résistance à la chaleur.,Niveau 4 : +8. Améliore la résistance à la chaleur.
dhsPerkSurvHuntHeatR5,Endurci au climat,Endurci au climat
dhsPerkSurvHuntHeatR5Long,Niveau 5 : +10. Améliore la résistance à la chaleur.,Niveau 5 : +10. Améliore la résistance à la chaleur.
dhsAmmoHuntArrow,Flèche de chasse,Flèche de chasse
dhsAmmoHuntArrowDesc,"Flèche lourde de chasseur, bien plus pénétrante sur le gibier et les morts. Fabriquée uniquement par le Chasseur.","Flèche lourde de chasseur, bien plus pénétrante sur le gibier et les morts. Fabriquée uniquement par le Chasseur."
dhsReqClassSurvHerb,Nécessite la classe Herboriste,Nécessite la classe Herboriste
dhsBookClassSurvHerb,Manuel de classe : Herboriste,Manuel de classe : Herboriste
dhsBookClassSurvHerbDesc,"Devenez Herboriste : maîtrisez la cueillette, les remèdes et les lances. La lecture choisit la classe Herboriste, débloque son craft signature et octroie quelques points de classe.","Devenez Herboriste : maîtrisez la cueillette, les remèdes et les lances. La lecture choisit la classe Herboriste, débloque son craft signature et octroie quelques points de classe."
dhsMagSurvHerb,Manuel : Herboriste,Manuel : Herboriste
dhsMagSurvHerbDesc,Un magazine de Herboriste. Le lire octroie 1 point de classe Herboriste à dépenser dans l'arbre Herboriste. Utile uniquement à cette classe.,Un magazine de Herboriste. Le lire octroie 1 point de classe Herboriste à dépenser dans l'arbre Herboriste. Utile uniquement à cette classe.
dhsSkillClassSurvHerbArmeName,Herboriste — Arme,Herboriste — Arme
dhsSkillClassSurvHerbArmeDesc,Sous-branche Herboriste : Arme.,Sous-branche Herboriste : Arme.
dhsPerkSurvHerbDmgName,Dégâts,Dégâts
dhsPerkSurvHerbDmgDesc,Augmente les dégâts de mêlée.,Augmente les dégâts de mêlée.
dhsPerkSurvHerbDmgR1,Dégâts,Dégâts
dhsPerkSurvHerbDmgR1Long,Niveau 1 : +8 %. Augmente les dégâts de mêlée.,Niveau 1 : +8 %. Augmente les dégâts de mêlée.
dhsPerkSurvHerbDmgR2,Dégâts,Dégâts
dhsPerkSurvHerbDmgR2Long,Niveau 2 : +16 %. Augmente les dégâts de mêlée.,Niveau 2 : +16 %. Augmente les dégâts de mêlée.
dhsPerkSurvHerbDmgR3,Dégâts,Dégâts
dhsPerkSurvHerbDmgR3Long,Niveau 3 : +24 %. Augmente les dégâts de mêlée.,Niveau 3 : +24 %. Augmente les dégâts de mêlée.
dhsPerkSurvHerbDmgR4,Dégâts,Dégâts
dhsPerkSurvHerbDmgR4Long,Niveau 4 : +32 %. Augmente les dégâts de mêlée.,Niveau 4 : +32 %. Augmente les dégâts de mêlée.
dhsPerkSurvHerbDmgR5,Dégâts,Dégâts
dhsPerkSurvHerbDmgR5Long,Niveau 5 : +40 %. Augmente les dégâts de mêlée.,Niveau 5 : +40 %. Augmente les dégâts de mêlée.
dhsPerkSurvHerbHandName,Maniement,Maniement
dhsPerkSurvHerbHandDesc,Améliore la prise en main : attaques plus vives.,Améliore la prise en main : attaques plus vives.
dhsPerkSurvHerbHandR1,Maniement,Maniement
dhsPerkSurvHerbHandR1Long,Niveau 1 : +10 %. Améliore la prise en main : attaques plus vives.,Niveau 1 : +10 %. Améliore la prise en main : attaques plus vives.
dhsPerkSurvHerbHandR2,Maniement,Maniement
dhsPerkSurvHerbHandR2Long,Niveau 2 : +20 %. Améliore la prise en main : attaques plus vives.,Niveau 2 : +20 %. Améliore la prise en main : attaques plus vives.
dhsPerkSurvHerbHandR3,Maniement,Maniement
dhsPerkSurvHerbHandR3Long,Niveau 3 : +30 %. Améliore la prise en main : attaques plus vives.,Niveau 3 : +30 %. Améliore la prise en main : attaques plus vives.
dhsPerkSurvHerbHandR4,Maniement,Maniement
dhsPerkSurvHerbHandR4Long,Niveau 4 : +40 %. Améliore la prise en main : attaques plus vives.,Niveau 4 : +40 %. Améliore la prise en main : attaques plus vives.
dhsPerkSurvHerbHandR5,Maniement,Maniement
dhsPerkSurvHerbHandR5Long,Niveau 5 : +50 %. Améliore la prise en main : attaques plus vives.,Niveau 5 : +50 %. Améliore la prise en main : attaques plus vives.
dhsPerkSurvHerbDismemberName,Brutalité,Brutalité
dhsPerkSurvHerbDismemberDesc,Augmente les chances de démembrement.,Augmente les chances de démembrement.
dhsPerkSurvHerbDismemberR1,Brutalité,Brutalité
dhsPerkSurvHerbDismemberR1Long,Niveau 1 : +5 %. Augmente les chances de démembrement.,Niveau 1 : +5 %. Augmente les chances de démembrement.
dhsPerkSurvHerbDismemberR2,Brutalité,Brutalité
dhsPerkSurvHerbDismemberR2Long,Niveau 2 : +10 %. Augmente les chances de démembrement.,Niveau 2 : +10 %. Augmente les chances de démembrement.
dhsPerkSurvHerbDismemberR3,Brutalité,Brutalité
dhsPerkSurvHerbDismemberR3Long,Niveau 3 : +15 %. Augmente les chances de démembrement.,Niveau 3 : +15 %. Augmente les chances de démembrement.
dhsPerkSurvHerbDismemberR4,Brutalité,Brutalité
dhsPerkSurvHerbDismemberR4Long,Niveau 4 : +20 %. Augmente les chances de démembrement.,Niveau 4 : +20 %. Augmente les chances de démembrement.
dhsPerkSurvHerbDismemberR5,Brutalité,Brutalité
dhsPerkSurvHerbDismemberR5Long,Niveau 5 : +25 %. Augmente les chances de démembrement.,Niveau 5 : +25 %. Augmente les chances de démembrement.
dhsPerkSurvHerbBlockName,Force de frappe,Force de frappe
dhsPerkSurvHerbBlockDesc,Augmente les dégâts portés aux blocs et objets.,Augmente les dégâts portés aux blocs et objets.
dhsPerkSurvHerbBlockR1,Force de frappe,Force de frappe
dhsPerkSurvHerbBlockR1Long,Niveau 1 : +10 %. Augmente les dégâts portés aux blocs et objets.,Niveau 1 : +10 %. Augmente les dégâts portés aux blocs et objets.
dhsPerkSurvHerbBlockR2,Force de frappe,Force de frappe
dhsPerkSurvHerbBlockR2Long,Niveau 2 : +20 %. Augmente les dégâts portés aux blocs et objets.,Niveau 2 : +20 %. Augmente les dégâts portés aux blocs et objets.
dhsPerkSurvHerbBlockR3,Force de frappe,Force de frappe
dhsPerkSurvHerbBlockR3Long,Niveau 3 : +30 %. Augmente les dégâts portés aux blocs et objets.,Niveau 3 : +30 %. Augmente les dégâts portés aux blocs et objets.
dhsPerkSurvHerbBlockR4,Force de frappe,Force de frappe
dhsPerkSurvHerbBlockR4Long,Niveau 4 : +40 %. Augmente les dégâts portés aux blocs et objets.,Niveau 4 : +40 %. Augmente les dégâts portés aux blocs et objets.
dhsPerkSurvHerbBlockR5,Force de frappe,Force de frappe
dhsPerkSurvHerbBlockR5Long,Niveau 5 : +50 %. Augmente les dégâts portés aux blocs et objets.,Niveau 5 : +50 %. Augmente les dégâts portés aux blocs et objets.
dhsPerkSurvHerbPierceName,Perforation,Perforation
dhsPerkSurvHerbPierceDesc,Vos coups ignorent davantage l'armure.,Vos coups ignorent davantage l'armure.
dhsPerkSurvHerbPierceR1,Perforation,Perforation
dhsPerkSurvHerbPierceR1Long,Niveau 1 : -6 %. Vos coups ignorent davantage l'armure.,Niveau 1 : -6 %. Vos coups ignorent davantage l'armure.
dhsPerkSurvHerbPierceR2,Perforation,Perforation
dhsPerkSurvHerbPierceR2Long,Niveau 2 : -12 %. Vos coups ignorent davantage l'armure.,Niveau 2 : -12 %. Vos coups ignorent davantage l'armure.
dhsPerkSurvHerbPierceR3,Perforation,Perforation
dhsPerkSurvHerbPierceR3Long,Niveau 3 : -18 %. Vos coups ignorent davantage l'armure.,Niveau 3 : -18 %. Vos coups ignorent davantage l'armure.
dhsPerkSurvHerbPierceR4,Perforation,Perforation
dhsPerkSurvHerbPierceR4Long,Niveau 4 : -24 %. Vos coups ignorent davantage l'armure.,Niveau 4 : -24 %. Vos coups ignorent davantage l'armure.
dhsPerkSurvHerbPierceR5,Perforation,Perforation
dhsPerkSurvHerbPierceR5Long,Niveau 5 : -30 %. Vos coups ignorent davantage l'armure.,Niveau 5 : -30 %. Vos coups ignorent davantage l'armure.
dhsPerkSurvHerbWStamName,Aisance,Aisance
dhsPerkSurvHerbWStamDesc,Réduit l'endurance dépensée en attaquant.,Réduit l'endurance dépensée en attaquant.
dhsPerkSurvHerbWStamR1,Aisance,Aisance
dhsPerkSurvHerbWStamR1Long,Niveau 1 : -5 %. Réduit l'endurance dépensée en attaquant.,Niveau 1 : -5 %. Réduit l'endurance dépensée en attaquant.
dhsPerkSurvHerbWStamR2,Aisance,Aisance
dhsPerkSurvHerbWStamR2Long,Niveau 2 : -10 %. Réduit l'endurance dépensée en attaquant.,Niveau 2 : -10 %. Réduit l'endurance dépensée en attaquant.
dhsPerkSurvHerbWStamR3,Aisance,Aisance
dhsPerkSurvHerbWStamR3Long,Niveau 3 : -15 %. Réduit l'endurance dépensée en attaquant.,Niveau 3 : -15 %. Réduit l'endurance dépensée en attaquant.
dhsPerkSurvHerbWStamR4,Aisance,Aisance
dhsPerkSurvHerbWStamR4Long,Niveau 4 : -20 %. Réduit l'endurance dépensée en attaquant.,Niveau 4 : -20 %. Réduit l'endurance dépensée en attaquant.
dhsPerkSurvHerbWStamR5,Aisance,Aisance
dhsPerkSurvHerbWStamR5Long,Niveau 5 : -25 %. Réduit l'endurance dépensée en attaquant.,Niveau 5 : -25 %. Réduit l'endurance dépensée en attaquant.
dhsSkillClassSurvHerbMetierName,Herboriste — Métier,Herboriste — Métier
dhsSkillClassSurvHerbMetierDesc,Sous-branche Herboriste : Métier.,Sous-branche Herboriste : Métier.
dhsPerkSurvHerbQualityName,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkSurvHerbQualityDesc,Améliore la qualité de ce que vous fabriquez (remèdes naturels).,Améliore la qualité de ce que vous fabriquez (remèdes naturels).
dhsPerkSurvHerbQualityR1,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkSurvHerbQualityR1Long,Niveau 1 : +1. Améliore la qualité de ce que vous fabriquez (remèdes naturels).,Niveau 1 : +1. Améliore la qualité de ce que vous fabriquez (remèdes naturels).
dhsPerkSurvHerbQualityR2,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkSurvHerbQualityR2Long,Niveau 2 : +2. Améliore la qualité de ce que vous fabriquez (remèdes naturels).,Niveau 2 : +2. Améliore la qualité de ce que vous fabriquez (remèdes naturels).
dhsPerkSurvHerbQualityR3,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkSurvHerbQualityR3Long,Niveau 3 : +3. Améliore la qualité de ce que vous fabriquez (remèdes naturels).,Niveau 3 : +3. Améliore la qualité de ce que vous fabriquez (remèdes naturels).
dhsPerkSurvHerbQualityR4,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkSurvHerbQualityR4Long,Niveau 4 : +4. Améliore la qualité de ce que vous fabriquez (remèdes naturels).,Niveau 4 : +4. Améliore la qualité de ce que vous fabriquez (remèdes naturels).
dhsPerkSurvHerbQualityR5,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkSurvHerbQualityR5Long,Niveau 5 : +5. Améliore la qualité de ce que vous fabriquez (remèdes naturels).,Niveau 5 : +5. Améliore la qualité de ce que vous fabriquez (remèdes naturels).
dhsPerkSurvHerbSpeedName,Production rapide,Production rapide
dhsPerkSurvHerbSpeedDesc,Fabrique plus vite (remèdes naturels).,Fabrique plus vite (remèdes naturels).
dhsPerkSurvHerbSpeedR1,Production rapide,Production rapide
dhsPerkSurvHerbSpeedR1Long,Niveau 1 : -10 %. Fabrique plus vite (remèdes naturels).,Niveau 1 : -10 %. Fabrique plus vite (remèdes naturels).
dhsPerkSurvHerbSpeedR2,Production rapide,Production rapide
dhsPerkSurvHerbSpeedR2Long,Niveau 2 : -20 %. Fabrique plus vite (remèdes naturels).,Niveau 2 : -20 %. Fabrique plus vite (remèdes naturels).
dhsPerkSurvHerbSpeedR3,Production rapide,Production rapide
dhsPerkSurvHerbSpeedR3Long,Niveau 3 : -30 %. Fabrique plus vite (remèdes naturels).,Niveau 3 : -30 %. Fabrique plus vite (remèdes naturels).
dhsPerkSurvHerbSpeedR4,Production rapide,Production rapide
dhsPerkSurvHerbSpeedR4Long,Niveau 4 : -40 %. Fabrique plus vite (remèdes naturels).,Niveau 4 : -40 %. Fabrique plus vite (remèdes naturels).
dhsPerkSurvHerbSpeedR5,Production rapide,Production rapide
dhsPerkSurvHerbSpeedR5Long,Niveau 5 : -50 %. Fabrique plus vite (remèdes naturels).,Niveau 5 : -50 %. Fabrique plus vite (remèdes naturels).
dhsPerkSurvHerbAtelierIName,Atelier : remèdes naturels,Atelier : remèdes naturels
dhsPerkSurvHerbAtelierIDesc,Débloque la fabrication de votre spécialité : remèdes naturels.,Débloque la fabrication de votre spécialité : remèdes naturels.
dhsPerkSurvHerbAtelierIR1,Atelier : remèdes naturels,Atelier : remèdes naturels
dhsPerkSurvHerbAtelierIR1Long,Débloque la fabrication de votre spécialité : remèdes naturels.,Débloque la fabrication de votre spécialité : remèdes naturels.
dhsPerkSurvHerbAtelierIIName,Maîtrise : remèdes naturels,Maîtrise : remèdes naturels
dhsPerkSurvHerbAtelierIIDesc,Débloque la fabrication avancée de votre spécialité : remèdes naturels.,Débloque la fabrication avancée de votre spécialité : remèdes naturels.
dhsPerkSurvHerbAtelierIIR1,Maîtrise : remèdes naturels,Maîtrise : remèdes naturels
dhsPerkSurvHerbAtelierIIR1Long,Débloque la fabrication avancée de votre spécialité : remèdes naturels.,Débloque la fabrication avancée de votre spécialité : remèdes naturels.
dhsPerkSurvHerbSigBrewName,Herboristerie,Herboristerie
dhsPerkSurvHerbSigBrewDesc,Débloque la préparation de la Décoction d'herboriste.,Débloque la préparation de la Décoction d'herboriste.
dhsPerkSurvHerbSigBrewR1,Herboristerie,Herboristerie
dhsPerkSurvHerbSigBrewR1Long,Débloque la préparation de la Décoction d'herboriste.,Débloque la préparation de la Décoction d'herboriste.
dhsSkillClassSurvHerbSpecName,Herboriste — Spécialité,Herboriste — Spécialité
dhsSkillClassSurvHerbSpecDesc,Sous-branche Herboriste : Spécialité.,Sous-branche Herboriste : Spécialité.
dhsPerkSurvHerbGatherName,Cueilleur émérite,Cueilleur émérite
dhsPerkSurvHerbGatherDesc,Récolte plus sur les plantes sauvages.,Récolte plus sur les plantes sauvages.
dhsPerkSurvHerbGatherR1,Cueilleur émérite,Cueilleur émérite
dhsPerkSurvHerbGatherR1Long,Niveau 1 : +10 %. Récolte plus sur les plantes sauvages.,Niveau 1 : +10 %. Récolte plus sur les plantes sauvages.
dhsPerkSurvHerbGatherR2,Cueilleur émérite,Cueilleur émérite
dhsPerkSurvHerbGatherR2Long,Niveau 2 : +20 %. Récolte plus sur les plantes sauvages.,Niveau 2 : +20 %. Récolte plus sur les plantes sauvages.
dhsPerkSurvHerbGatherR3,Cueilleur émérite,Cueilleur émérite
dhsPerkSurvHerbGatherR3Long,Niveau 3 : +30 %. Récolte plus sur les plantes sauvages.,Niveau 3 : +30 %. Récolte plus sur les plantes sauvages.
dhsPerkSurvHerbGatherR4,Cueilleur émérite,Cueilleur émérite
dhsPerkSurvHerbGatherR4Long,Niveau 4 : +40 %. Récolte plus sur les plantes sauvages.,Niveau 4 : +40 %. Récolte plus sur les plantes sauvages.
dhsPerkSurvHerbGatherR5,Cueilleur émérite,Cueilleur émérite
dhsPerkSurvHerbGatherR5Long,Niveau 5 : +50 %. Récolte plus sur les plantes sauvages.,Niveau 5 : +50 %. Récolte plus sur les plantes sauvages.
dhsPerkSurvHerbToxinName,Anticorps,Anticorps
dhsPerkSurvHerbToxinDesc,"Résiste fortement aux effets négatifs (poisons, maladies).","Résiste fortement aux effets négatifs (poisons, maladies)."
dhsPerkSurvHerbToxinR1,Anticorps,Anticorps
dhsPerkSurvHerbToxinR1Long,"Niveau 1 : +1. Résiste fortement aux effets négatifs (poisons, maladies).","Niveau 1 : +1. Résiste fortement aux effets négatifs (poisons, maladies)."
dhsPerkSurvHerbToxinR2,Anticorps,Anticorps
dhsPerkSurvHerbToxinR2Long,"Niveau 2 : +2. Résiste fortement aux effets négatifs (poisons, maladies).","Niveau 2 : +2. Résiste fortement aux effets négatifs (poisons, maladies)."
dhsPerkSurvHerbToxinR3,Anticorps,Anticorps
dhsPerkSurvHerbToxinR3Long,"Niveau 3 : +3. Résiste fortement aux effets négatifs (poisons, maladies).","Niveau 3 : +3. Résiste fortement aux effets négatifs (poisons, maladies)."
dhsPerkSurvHerbToxinR4,Anticorps,Anticorps
dhsPerkSurvHerbToxinR4Long,"Niveau 4 : +4. Résiste fortement aux effets négatifs (poisons, maladies).","Niveau 4 : +4. Résiste fortement aux effets négatifs (poisons, maladies)."
dhsPerkSurvHerbToxinR5,Anticorps,Anticorps
dhsPerkSurvHerbToxinR5Long,"Niveau 5 : +5. Résiste fortement aux effets négatifs (poisons, maladies).","Niveau 5 : +5. Résiste fortement aux effets négatifs (poisons, maladies)."
dhsPerkSurvHerbColdName,Acclimaté au froid,Acclimaté au froid
dhsPerkSurvHerbColdDesc,Améliore la résistance au froid.,Améliore la résistance au froid.
dhsPerkSurvHerbColdR1,Acclimaté au froid,Acclimaté au froid
dhsPerkSurvHerbColdR1Long,Niveau 1 : +2. Améliore la résistance au froid.,Niveau 1 : +2. Améliore la résistance au froid.
dhsPerkSurvHerbColdR2,Acclimaté au froid,Acclimaté au froid
dhsPerkSurvHerbColdR2Long,Niveau 2 : +4. Améliore la résistance au froid.,Niveau 2 : +4. Améliore la résistance au froid.
dhsPerkSurvHerbColdR3,Acclimaté au froid,Acclimaté au froid
dhsPerkSurvHerbColdR3Long,Niveau 3 : +6. Améliore la résistance au froid.,Niveau 3 : +6. Améliore la résistance au froid.
dhsPerkSurvHerbColdR4,Acclimaté au froid,Acclimaté au froid
dhsPerkSurvHerbColdR4Long,Niveau 4 : +8. Améliore la résistance au froid.,Niveau 4 : +8. Améliore la résistance au froid.
dhsPerkSurvHerbColdR5,Acclimaté au froid,Acclimaté au froid
dhsPerkSurvHerbColdR5Long,Niveau 5 : +10. Améliore la résistance au froid.,Niveau 5 : +10. Améliore la résistance au froid.
dhsPerkSurvHerbHeatName,Acclimaté à la chaleur,Acclimaté à la chaleur
dhsPerkSurvHerbHeatDesc,Améliore la résistance à la chaleur.,Améliore la résistance à la chaleur.
dhsPerkSurvHerbHeatR1,Acclimaté à la chaleur,Acclimaté à la chaleur
dhsPerkSurvHerbHeatR1Long,Niveau 1 : +2. Améliore la résistance à la chaleur.,Niveau 1 : +2. Améliore la résistance à la chaleur.
dhsPerkSurvHerbHeatR2,Acclimaté à la chaleur,Acclimaté à la chaleur
dhsPerkSurvHerbHeatR2Long,Niveau 2 : +4. Améliore la résistance à la chaleur.,Niveau 2 : +4. Améliore la résistance à la chaleur.
dhsPerkSurvHerbHeatR3,Acclimaté à la chaleur,Acclimaté à la chaleur
dhsPerkSurvHerbHeatR3Long,Niveau 3 : +6. Améliore la résistance à la chaleur.,Niveau 3 : +6. Améliore la résistance à la chaleur.
dhsPerkSurvHerbHeatR4,Acclimaté à la chaleur,Acclimaté à la chaleur
dhsPerkSurvHerbHeatR4Long,Niveau 4 : +8. Améliore la résistance à la chaleur.,Niveau 4 : +8. Améliore la résistance à la chaleur.
dhsPerkSurvHerbHeatR5,Acclimaté à la chaleur,Acclimaté à la chaleur
dhsPerkSurvHerbHeatR5Long,Niveau 5 : +10. Améliore la résistance à la chaleur.,Niveau 5 : +10. Améliore la résistance à la chaleur.
dhsPerkSurvHerbElemName,Onguents protecteurs,Onguents protecteurs
dhsPerkSurvHerbElemDesc,Réduit les dégâts élémentaires subis.,Réduit les dégâts élémentaires subis.
dhsPerkSurvHerbElemR1,Onguents protecteurs,Onguents protecteurs
dhsPerkSurvHerbElemR1Long,Niveau 1 : +2. Réduit les dégâts élémentaires subis.,Niveau 1 : +2. Réduit les dégâts élémentaires subis.
dhsPerkSurvHerbElemR2,Onguents protecteurs,Onguents protecteurs
dhsPerkSurvHerbElemR2Long,Niveau 2 : +4. Réduit les dégâts élémentaires subis.,Niveau 2 : +4. Réduit les dégâts élémentaires subis.
dhsPerkSurvHerbElemR3,Onguents protecteurs,Onguents protecteurs
